date, pm25, pm10, o3, no2, so2, co
2017/2/26, 178, 92, , 23, , 
2017/2/27, 163, 145, , 38, , 
2017/2/28, 198, 159, , 34, , 
2017/3/1, 210, 134, , 26, , 
2017/3/2, 196, 72, , 18, , 
2017/3/3, 145, 87, , 20, , 
2017/3/4, 159, 98, , 19, , 
2017/3/5, 174, 101, , 21, , 
2017/3/6, 163, 132, , 35, , 
2017/3/7, 185, 94, , 19, , 
2017/3/8, 151, 77, , 22, , 
2017/3/9, 151, 64, , 20, , 
2017/3/10, 124, 58, , 19, , 
2017/3/11, 123, 71, , 17, , 
2017/3/12, 140, 74, , 14, , 
2017/3/13, 153, 81, , 22, , 
2017/3/14, 156, 104, , 23, , 
2017/3/15, 176, 111, , 25, , 
2017/3/16, 184, 104, , 18, , 
2017/3/17, 175, 92, , 21, , 
2017/3/18, 162, 110, , 25, , 
2017/3/19, 179, 121, , 23, , 
2017/3/20, 188, 121, , 24, , 
2017/3/21, 191, 132, , 23, , 
2017/3/22, 183, 135, , 25, , 
2017/3/23, 205, 107, , 21, , 
2017/3/24, 166, 91, , 19, , 
2017/3/25, 166, 92, , 17, , 
2017/3/26, 157, 92, , 17, , 
2017/3/27, 156, 121, , 23, , 
2017/3/28, 182, 120, , 18, , 
2017/3/29, 169, 82, , 15, , 
2017/3/30, 145, 95, , 22, , 
2017/3/31, 150, 95, , 21, , 
2016/11/3, 221, 252, , 32, , 
2016/11/4, 311, 601, , 30, , 
2016/11/5, 535, 638, , 39, , 
2016/11/6, 559, 282, , 14, , 
2016/11/7, 330, 186, , 18, , 
2016/11/8, 275, 140, , 31, , 
2016/11/9, 227, 139, , 43, , 
2016/11/10, 226, 166, , 51, , 
2016/11/11, 272, 140, , 44, , 
2016/11/12, 232, 119, , 38, , 
2016/11/13, 208, 103, , 33, , 
2016/11/14, 191, 115, , 34, , 
2016/11/15, 214, 125, , 34, , 
2016/11/16, 228, 103, , 28, , 
2016/11/17, 197, 116, , 29, , 
2016/11/18, 210, 105, , 36, , 
2016/11/19, 195, 119, , 46, , 
2016/11/20, 230, 144, , 42, , 
2016/11/21, 233, 176, , 30, , 
2016/11/22, 215, 204, , 30, , 
2016/11/23, 229, 268, , 32, , 
2016/11/24, 292, 148, , 18, , 
2016/11/25, 176, 127, , 19, , 
2016/11/26, 168, 121, , 21, , 
2016/11/27, 166, 142, , 24, , 
