date, pm25, pm10, o3, no2, so2, co
2020/7/9, 87, 54, 14, 3, 1, 4
2020/7/10, 75, 29, 14, 6, 2, 6
2020/7/11, 60, 30, 18, 4, 2, 5
2020/7/12, 61, 51, 18, 6, 2, 5
2020/7/13, 71, 71, 22, 8, 3, 7
2020/7/14, 104, 60, 12, 7, 2, 6
2020/7/15, 116, 36, 10, 8, 2, 7
2020/7/16, 82, 44, 8, 10, 2, 8
2020/7/17, 120, 43, 11, 9, 3, 8
2020/7/18, 113, 19, 10, 6, 2, 7
2020/7/19, 65, 17, 17, 8, 2, 6
2020/7/20, 56, 13, 9, 9, 2, 6
2020/7/21, 61, 16, 8, 6, 2, 5
2020/7/22, 43, 38, 19, 5, 2, 7
2020/7/23, 79, 48, 12, 8, 2, 8
2020/7/24, 106, 38, 10, 8, 2, 7
2020/7/25, 84, 47, 13, 6, 2, 8
2020/7/26, 98, 45, 11, 4, 2, 6
2020/7/27, 80, 38, 11, 4, 2, 5
2020/7/28, 64, 40, 6, 9, 2, 8
2020/7/29, 66, 24, 16, 7, 2, 7
2020/7/30, 54, 46, 10, 9, 2, 8
2020/7/31, 103, 42, 9, 8, 3, 7
2020/8/1, 96, 30, 8, 4, 2, 7
2020/8/2, 62, 37, 7, 4, 2, 6
2020/8/3, 69, 35, 12, 5, 2, 6
2020/8/4, 68, 42, 6, 9, 2, 9
2020/8/5, 94, 27, 8, 5, 2, 6
2020/8/6, 43, 27, 6, 6, 2, 6
2020/8/7, 68, 48, 13, 6, 2, 7
2020/8/8, 116, 31, 8, 6, 2, 7
2020/8/9, 76, 36, 5, 6, 2, 7
2020/8/10, 87, 43, 7, 7, 2, 7
2020/8/11, 106, 35, 4, 4, 2, 5
2020/8/12, 65, 14, 4, 8, 2, 7
2020/8/13, 42, 25, 3, 8, 2, 8
2020/8/14, 63, 32, 4, 5, 2, 6
2020/8/15, 81, 25, 5, 6, 2, 6
2020/8/16, 61, 34, 3, 8, 1, 7
2020/8/17, 80, 32, 3, 6, , 4
2020/8/18, 70, 22, 3, 11, 1, 6
2020/8/19, 59, 18, 4, 9, 2, 5
2020/8/20, 49, 29, 4, 8, 2, 6
2020/8/21, 53, 19, 5, 6, 1, 3
2020/8/22, 37, 20, 5, 5, 2, 3
2020/8/23, 50, 21, 4, 7, 2, 4
2020/8/24, 46, 25, 5, 7, 2, 3
2020/8/25, 54, 19, 6, 4, 2, 2
